ticker,sector,quarter,role,speaker,sentence,topic_id,topic_label
HUL,FMCG,Q1FY25,Management,Rohit Jawa,I will now hand over to Ritesh to follow the next section.,3,Management Commentary
HUL,FMCG,Q1FY25,Analyst,"The first question is from the line of Abneesh Roy from Nuvama. Please go ahead.
Abneesh Roy","Yeah, thanks for the opportunity and congrats on good recovery in many of your",2,Business Opportunities
HUL,FMCG,Q1FY25,Analyst,Abneesh Roy,"My second question is on the two acquisitions,",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So, talking about OZiva and Minimalist, both put together now, it's a Rs.",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Abneesh Roy,"I know I'm going beyond my two questions,",1,Analyst Q&A
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"What we are really saying is basically, we started building liquid detergents",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Abneesh Roy,"Thanks for the opportunity, and thanks to Rohit for his insights, time, and",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Arnab Mitra,"My first question actually is on the Foods business, where you've seen the",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So if I just segment the foods business into its component, so Tea has seen",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,If I may add that we have seen broad-based growth in foods this time.,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Arnab Mitra,My second question was on the overall growth,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Rohit Jawa,Let me paint the picture of the market and request Ritesh to talk about the future.,3,Management Commentary
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So, as Rohit mentioned that if I look at the overall FMCG market, we have",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Arnab Mitra,"All the best, Rohit for your future journey and",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,"Please go ahead.
Latika Chopra","First of all, thank you, Rohit, for all the",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,Let me just address the first question on our confidence in skin growth part of the,-1,General Discussion
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So, overall, Laitka the margin that we made in this quarter for",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Laitka Chopra,The second question that I had was on Skin Cleansing.,-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"So, we're very happy with our Skin Cleansing performance.",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Manoj Menon,Just continuing with the question or clarification which Arnab had on,-1,General Discussion
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So, when you ask, Manoj, volume and mix part, are you talking HUL, are you",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Manoj Menon,"Let's say, what your portfolio is telling, because you are a large player.",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So, if I talk about HUL numbers to start with.",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Manoj Menon,"Ritesh, just a quick follow-up on this link to the Skin Cleansing",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"Skin Cleansing, Manoj, remember, I've spoken sometime back as well.",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Manoj Menon,"Just second and last question is, you did speak a lot about the",1,Analyst Q&A
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"On Glow & Lovely, which is an iconic brand used by more than half the",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,"Core brand but on the way and Horlicks more work to be done but Boost already
showing signs of promise this quarter.
Manoj Menon","Thank you, Rohit and Ritesh for the comprehensive response and good luck to",3,Management Commentary
HUL,FMCG,Q1FY25,Management,Rohit Jawa,It's there because it's done very well in the summers and it's really a summer focus,-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Manoj Menon,I can't agree more because we have not seen it in a long time.,1,Analyst Q&A
HUL,FMCG,Q1FY25,Management,"Thank you.
Rohit Jawa",We are focused on it especially in the summer season and that's why we did a,-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,"Please go ahead.
Vivek","So, one more question on your slide #4 which is operating",1,Analyst Q&A
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"Yeah, so rural to start with, Vivek, first of all as a context is one third of the business",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,It's not that we are suddenly seeing a massive,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,And hence to Rohit's point the operating word I will add to it is gradual recovery,-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Vivek,It's just that the chart shows the trend drifting down starting December last,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"The chart, Vivek, just to clarify it's an MAT trend as we called out and if you see",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"Yes, so overall if I look, Vivek, we have a Rs.",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"But just to specifically talk about say OZiva, in fact just a few weeks back we had",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Vivek,"Got it and the last one on the same theme, with platforms becoming more and",5,New Business & Emerging Trends
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"We look at it more as a portfolio play, so we have as we have said before we have",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Vivek,"And Rohit and Priya, wishing you all the very best.",3,Management Commentary
HUL,FMCG,Q1FY25,Management,Amit,"Hi, Thank you so much for taking my question.",2,Business Opportunities
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"Yes, so just to clarify when we quoted the number of more than 25% growth, we",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,"Hindustan Unilever.
Amit","That's very helpful and let me just stretch it a little bit on, because I think",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"We acknowledge that you need more than just a few big core brands, which is",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Amit,Thank you so much for that and can I ask just one small,2,Business Opportunities
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"First of all, we are not yet above water fully",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,"Please go ahead.
Percy Panthaki",My first question is on the detergent’s portfolio.,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So overall on Home Care as you rightly alluded, Percy, that we have grown high-",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Percy Panthaki,And the competitive action more by MNC or national players or more by small,-1,General Discussion
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,What happens for liquids you see it's still a concentrated market with few players.,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Percy Panthaki,"So, on powders whatever price cuts have happened, have happened mainly on",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,You can never say it only on account of A or only on account of B.,1,Analyst Q&A
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,As I mentioned largely is on account of reason of commodity for powders,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Percy Panthaki,"My second question is on Glow & Lovely again, of course a lot of it has",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"Firstly, we play a portfolio, high level for Skin Care as we just said we have to go",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Percy Panthaki,"Sure and with the actions you've taken, how long do you think it will be before",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"I think it would be difficult to put a number, specific precise number to that.",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Percy Panthaki,"And very quickly last question would be that in Skin Cleansing, for the last few",-1,General Discussion
HUL,FMCG,Q1FY25,Management,Rohit Jawa,"Lifebuoy is clearly not yet growing in line with the total business, but our intention",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Mihir Shah,"Firstly on Gross Margin, the gap between NMI",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,Overall as you saw that there's a price versus cost gap that we have this point in,0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Analyst,Mihir Shah,"Secondly, on your comment on your ad spends",0,Cost & Sales Performance
HUL,FMCG,Q1FY25,Management,Ritesh Tiwari,"So, coming to A&P and the intensity there, a year back in the period of deflation,",-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,Mihir Shah,"Mr. Jawa, it was a pleasure interacting with",3,Management Commentary
HUL,FMCG,Q1FY25,Management,Yogesh Mulgaonkar,With that we now come to the end of the Q&A session.,-1,General Discussion
HUL,FMCG,Q1FY25,Analyst,"Thank you.
Disclaimer",This transcript has been edited to remove any grammatical inaccuracies or inconsistencies of,4,Performance Metrics
HUL,FMCG,Q2FY25,Management,Priya Nair,Thank you for joining us on the call today.,2,Business Opportunities
HUL,FMCG,Q2FY25,Management,Priya Nair,I would like to take this opportunity to extend my heartfelt thanks to Ritesh for his,3,Management Commentary
HUL,FMCG,Q2FY25,Management,Yogesh Mulgaonkar,"With this, we will now move to the Q&A",-1,General Discussion
HUL,FMCG,Q2FY25,Management,Priya Nair,I will go category-by-category to just talk a little bit about,1,Analyst Q&A
HUL,FMCG,Q2FY25,Analyst,Vivek,"And Priya, slightly from a longer -- let’s say from a medium-term",3,Management Commentary
HUL,FMCG,Q2FY25,Management,Priya Nair,"I think, let me break this down into multiple parts, Vivek, if I could.",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Vivek,"So, that was my first question with your permission.",1,Analyst Q&A
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So, GST, as you mentioned, Vivek, that overall, as the change started to",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Vivek,"And as a follow-up to that, can you quantify, Ritesh, what was the impact",3,Management Commentary
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So, we did lean in with trade support in the quarter.",1,Analyst Q&A
HUL,FMCG,Q2FY25,Analyst,Vivek,"Thank you and wishing you all the very best, Priya, Ritesh as well as",3,Management Commentary
HUL,FMCG,Q2FY25,Analyst,"Please go ahead.
Abneesh Roy",My first question is on the demand side and the GST impact.,-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Abneesh Roy,One follow-up question to the demand side only.,0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"Let me help, Abneesh, answer this from a little different lens than urban rural",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Abneesh Roy,"Ritesh, one quick follow-up on the restocking and destocking.",3,Management Commentary
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"See, this is what I was trying to explain to Vivek as well earlier.",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Abneesh Roy,"So, one is you had given the guidance",-1,General Discussion
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So yes, currently, where we are with the Ice Cream plans, Abneesh, we expect",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Analyst,"Please go ahead.
Arnab Mitra","So, my first question actually is to Priya.",3,Management Commentary
HUL,FMCG,Q2FY25,Management,Priya Nair,"Arnab, firstly, our focus, obsession is going to be on volume-",-1,General Discussion
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So let me come in Arnab, about here.",-1,General Discussion
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So, as we mentioned that our outlook for",1,Analyst Q&A
HUL,FMCG,Q2FY25,Analyst,Arnab Mitra,My second question actually was on - three specific areas where I think,1,Analyst Q&A
HUL,FMCG,Q2FY25,Analyst,Arnab Mitra,That’s it from my side and all the best Ritesh for your next stint.,3,Management Commentary
HUL,FMCG,Q2FY25,Analyst,Latika,The second question was clearly the four key priorities,1,Analyst Q&A
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"As Priya mentioned earlier, overall radical segmentation of the market from all",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Analyst,Latika,Thank you so much and wish you both the best.,2,Business Opportunities
HUL,FMCG,Q2FY25,Management,Priya Nair,Let me start with talking about how we will reimagine our core,-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Mihir Shah,Great to hear that looking forward to all the bold launches and communications,5,New Business & Emerging Trends
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So first, the employee costs, and I would just like to add employee cost to",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Analyst,Mihir Shah,Wishing you all the very best in your new role.,2,Business Opportunities
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"Thank you Mihir, and any questions that you have offline, please we can pick it up.",2,Business Opportunities
HUL,FMCG,Q2FY25,Management,Priya Nair,It's always the case in a company like,0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Analyst,Sheela Rathi,"Do you think that on a quarter-to-quarter basis,",1,Analyst Q&A
HUL,FMCG,Q2FY25,Management,Priya Nair,I think the priorities I've given to you are more on a long-term basis.,-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Sheela Rathi,My second question was we have been calling out that the second,1,Analyst Q&A
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"See, Sheela, always our first barometer is competitive growth.",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Priya Nair,HUL has over the last few quarters in the last couple of,-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Percy Panthaki,Just to dwell a little further into this.,1,Analyst Q&A
HUL,FMCG,Q2FY25,Management,Priya Nair,"I think HUL has called out the Aspire strategy, and I think that has been shared",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Percy Panthaki,"Secondly, I wanted to understand Ritesh or maybe even Priya,",3,Management Commentary
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So, Percy the way we will see this is one additional input, which adds to a few",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Percy Panthaki,"Follow-up on this, Ritesh for your portfolio as a whole, what in your view is the",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"No, reality Percy is, life is a little more complex than that.",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,"Please go ahead.
Harit Kapoor","I just had one clarification, firstly, on the grammage part.",1,Analyst Q&A
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"See, overall, Harit, in terms of changes, what we have done is for all non-",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Priya Nair,I think many of the things I mentioned are medium to long term in nature.,0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"Yeah, so tea now, as we speak, we are in season.",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Nihar Jham,My second question was to Priya on the Beauty & Wellbeing,3,Management Commentary
HUL,FMCG,Q2FY25,Management,Priya Nair,"If you look at the beauty category, let me start with the key trends that drive",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Siddharth,"Hi, welcome back to HUL, Priya and Ritesh and thanks for taking my question.",3,Management Commentary
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"So, first of all, coming to margins for e-",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Analyst,Sidharth,"Thanks, and just a follow-up on the e-commerce piece.",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Ritesh Tiwari,"See, I won't be able to share hard numbers, but let me tell you that overall, CAC",0,Cost & Sales Performance
HUL,FMCG,Q2FY25,Management,Yogesh Mulgaonkar,"With that, we now come to the end of the Q&A session.",-1,General Discussion
HUL,FMCG,Q2FY25,Analyst,Disclaimer,This transcript has been edited to remove any grammatical inaccuracies or inconsistencies of,4,Performance Metrics
HUL,FMCG,Q3FY25,Management,Priya Nair,"Good afternoon, everyone, and thank you for joining us on the call today.",2,Business Opportunities
HUL,FMCG,Q3FY25,Management,Yogesh Mulgaonkar,"With this, we now move to the Q&A.",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,"Our first question is from the line of Manoj Menon from ICICI Securities.
Manoj Menon","Hi, Priya, Niranjan and Yogesh, Good performance and more importantly good",3,Management Commentary
HUL,FMCG,Q3FY25,Management,Priya Nair,"Yes, I can start and then Niranjan will add.",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"And on the macro factors, if I just add like what you said,",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Manoj Menon,"Just a couple of things I was just trying to get was are you finding actually, let's",1,Analyst Q&A
HUL,FMCG,Q3FY25,Management,Priya Nair,"So, I think that's the best way to",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Manoj Menon,And the second question is there's a mention about category partnership,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"So firstly, what I want to say is we are in an omni-channel environment in India.",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,"Please go ahead.
Abneesh Roy",My first question is on Beauty & Wellbeing.,-1,General Discussion
HUL,FMCG,Q3FY25,Management,Priya Nair,"I think firstly, let me comment on our Hair Care business.",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Abneesh Roy,My second question is on the overall strategy.,-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So, Abneesh, what I'll do, I'll pick up the portfolio part of it and organization part,",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"As regards to the organization, I think our focus firstly is to simplify the",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,"Please go ahead.
Arnab Mitra","My first question was, you mentioned in your outlook,",1,Analyst Q&A
HUL,FMCG,Q3FY25,Management,Priya Nair,"So firstly, Arnab, the way you should think about the guidance we have given is",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Arnab Mitra,"So, if you look at the Home Care",-1,General Discussion
HUL,FMCG,Q3FY25,Management,Priya Nair,"I think firstly, on our Home Care performance, the first thing I want to mention is",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,"Please go ahead.
Latika Chopra","My first question was on pricing itself, but at an aggregate portfolio.",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So if you look at the commodities, you have a divergent trend, you heard all the",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Latika Chopra,The second question I had was on specific segments.,1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So, if you look at it, Skin Cleansing, firstly, within Skin Cleansing, our premium",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Latika Chopra,I'm just trying to understand whether the re-stocking benefits are still to,-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So, the December quarter, you can assume that all the benefits have come in.",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Latika Chopra,"And just lastly, sorry to include, but on Nutrition, Horlicks saw high-single",-1,General Discussion
HUL,FMCG,Q3FY25,Management,Priya Nair,"So, Latika, this is firstly our third consecutive quarter of positive UVG on our",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Mihir P Shah,"First, post the divestment of the ice cream business, what",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So, our guided range has been that 22% to 23%.",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Mihir P Shah,"Sorry, so it should be 22.5% to 23.5%, is that how much should be understood?",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Mihir P Shah,"Secondly, just wanted to understand the new launch that you",5,New Business & Emerging Trends
HUL,FMCG,Q3FY25,Management,Priya Nair,I think the focus of this pack is really to bring the put down price close to the,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Mihir P Shah,"Secondly, just wanted to understand while December quarter",1,Analyst Q&A
HUL,FMCG,Q3FY25,Management,Priya Nair,"Yes, we have guided clearly that we see second half to be better than the first",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Mihir P Shah,"And lastly, just wanted to understand if you can help us break down the",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"I think let me just reiterate what we have said is, first of all, growth will continue",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Aditya Soman,And I think you briefly sort of responded to this,1,Analyst Q&A
HUL,FMCG,Q3FY25,Management,Priya Nair,"I think it's very important when you look at our Skin Care business, look at the",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Aditya Soman,And I think the context for my question was actually more from,1,Analyst Q&A
HUL,FMCG,Q3FY25,Management,Priya Nair,I think the growth across channels tend to be different because of the size of the,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"No, the price per use of liquids on average is higher than the price per use of",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Percy,"I just wanted to check on the pipeline, both on, not just distributor level, but even",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Percy,"And given that October was a bad month for you, but you still did",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,I think the right way will be to take our overall December quarter numbers as the,1,Analyst Q&A
HUL,FMCG,Q3FY25,Management,Priya Nair,"And just clarifying maybe because we saw down-stocking in October month, we",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Percy,Just help me understand what is really hindering growth?,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"Firstly, I want to say we have delivered our highest ever UVG in the last 12",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Percy,Would it be a stretch for us to expect double-digit top line growth from HUL?,-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"As of now, what we can say is that A, the external or macro or the operating",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Harit Kapoor,I just wanted to understand why we are still,1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,As we have outlined already that top line growth will remain our number 1,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Harit Kapoor,"Yes, I was talking about EBITDA margin only, 13.7 is your number after the Labor",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,"Code adjustment.
Niranjan Gupta","Our EBITDA margin is 23.3%, which is 24%",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Harit Kapoor,"What I was trying to -- sorry, what I was trying to say was if I adjust -- if I",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So first of all, we should look at all our numbers on a consolidated basis.",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Harit Kapoor,My minimum point was here was that it seems like the A&P increase is all driven,-1,General Discussion
HUL,FMCG,Q3FY25,Management,Priya Nair,"Yes, I'll just begin on the liquids and then Niranjan can take over.",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"And in terms of looking at the margins, yes, we are at a",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,And our mix in Home Care is a premium mix is what you must keep in mind and,-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Jay Doshi,Just pressing a little bit on Percy's question.,-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Jay Doshi,What has to change for HUL to deliver,-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So, let me just repeat what I said to the earlier similar question is that when you",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Jay Doshi,"If I may just ask so if you are already at 6% revenue growth in second half,",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,Fiscal year'27 better than fiscal year'26 is on the top line and margin to stay within,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"I think firstly, all 4 of our categories drive growth for us.",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So as far as quick commerce demand is concerned, it's a combination of the",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"And just to add to what Niranjan is saying, essentially, we find in all our categories",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,"Fund. Please go ahead.
Manish Poddar","I just had 1 question, so probably an extension to the things which other",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So firstly, let's start by putting that our strategy is, firstly, its growth is number 1",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Manish Poddar,"But would that mean, let's say, if you do 2% higher spends, would that entail, let's",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"It doesn't work that way actually because eventually, you have to maintain the",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Tejas Shah,My first question pertains to this one India R&D initiative that we are trying.,0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"I think firstly, we benefit from all our global technology capability and",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Tejas Shah,"But as an analyst, where should I see the benefit of this?",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Management,Priya Nair,"Speed, agility and more relevant consumer innovation for India.",0,Cost & Sales Performance
HUL,FMCG,Q3FY25,Analyst,Tejas Shah,"Second, this is a kind of labouring the previous point that we have",1,Analyst Q&A
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"Yes, the macro scenario of budgeted is what is happening today, which is",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Tejash Shah,"Niranjan, just when I see that our finance minister has kind of projected 10%",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Niranjan Gupta,"So, there is a way that we guide our numbers, and we will stick with FY'27 to be",-1,General Discussion
HUL,FMCG,Q3FY25,Management,Yogesh Mulgaonkar,"So, we don't have any questions on the web.",-1,General Discussion
HUL,FMCG,Q3FY25,Management,Yogesh Mulgaonkar,"With that, we now come to the end",-1,General Discussion
HUL,FMCG,Q3FY25,Analyst,Disclaimer,This transcript has been edited to remove any grammatical inaccuracies or inconsistencies of,4,Performance Metrics
HUL,FMCG,Q4FY25,Management,Priya Nair,Thank you for joining us on the call today.,2,Business Opportunities
HUL,FMCG,Q4FY25,Management,Yogesh Mulgaonkar,"With this, we now move to the Q&A.",-1,General Discussion
HUL,FMCG,Q4FY25,Analyst,"The first question is from the line of Manoj Menon from ICICI Securities. Please go
ahead.
Manoj Menon","Hi team, my first question is actually on the volume drivers.",0,Cost & Sales Performance
HUL,FMCG,Q4FY25,Management,Priya Nair,"So, you know Manoj, I think I will break this up into a few",-1,General Discussion
HUL,FMCG,Q4FY25,Analyst,Manoj Menon,"Sure, just one quick clarification if I may.",1,Analyst Q&A
HUL,FMCG,Q4FY25,Analyst,Manoj Menon,"If I understood the response for the, let's",1,Analyst Q&A
HUL,FMCG,Q4FY25,Management,Priya Nair,So there are more macro factors which are,0,Cost & Sales Performance
HUL,FMCG,Q4FY25,Analyst,Manoj Menon,"Now second and the last question, I will come back in the queue.",-1,General Discussion
HUL,FMCG,Q4FY25,Management,Priya Nair,"So, I think, we are quite pleased with, you know, the trajectory of",1,Analyst Q&A
HUL,FMCG,Q4FY25,Management,Priya Nair,"Yeah, Abneesh, actually Horlicks gets drunk both in milk and in water.",-1,General Discussion
HUL,FMCG,Q4FY25,Analyst,Abneesh Roy,"If we see HUL as a company, in Q3, Q4 has",-1,General Discussion
HUL,FMCG,Q4FY25,Management,Priya Nair,"Yeah, first let's talk about the rainfall prediction and I will ask Niranjan also to",-1,General Discussion
HUL,FMCG,Q4FY25,Analyst,Niranjan Gupta,"And I mean, if we look at the H1 inflation, Abneesh, as you",0,Cost & Sales Performance
HUL,FMCG,Q4FY25,Management,Priya Nair,"And probably maybe I will just add, Abneesh, that in the end, listen we can't",-1,General Discussion
HUL,FMCG,Q4FY25,Analyst,Niranjan Gupta,"Plus, the fact that our portfolio straddles across price pyramid.",0,Cost & Sales Performance
HUL,FMCG,Q4FY25,Analyst,Abneesh Roy,"So last two, three years we have seen",-1,General Discussion
